"Type";"Name";"Count";"TotalTime";"OwnTime";"TotalWaitTime";"OwnWaitTime"
"ISML";"app_storefront_base/default/product/components/productTileImage";"15";"74376129";"71564983";"518786";"522036"
"ISML";"app_storefront_base/default/product/components/productTileName";"15";"69647020";"69647020";"302169";"302169"
"ISML";"app_storefront_base/default/product/components/productTileSwatch";"15";"102623998";"98694005";"15627189";"15058750"
"ISML";"app_storefront_base/default/product/components/promotions";"1";"98320978";"98299097";"11942528";"11939767"
"ISML";"app_storefront_base/default/product/components/quantity";"1";"74491510";"74407808";"256118";"255116"
"ISML";"app_storefront_base/default/product/components/ratings";"15";"144816581";"70916383";"1541972";"1369366"
"ISML";"app_storefront_base/default/product/components/socialIcons";"1";"70466002";"69929203";"569913";"563119"
"ISML";"app_storefront_base/default/product/components/variationAttribute";"2";"103293453";"103088510";"11405977";"11401813"
"ISML";"app_storefront_base/default/product/gridTile";"15";"888994306";"80125621";"58572169";"1167595"
"ISML";"app_storefront_base/default/product/productDetails";"1";"1481688264";"132507896";"82023145";"13191845"
"ISML";"app_storefront_base/default/product/productTile";"15";"808868685";"99438014";"57404574";"14988533"
"ISML";"app_storefront_base/default/product/productTileFooter";"15";"231870603";"83615079";"14541477";"13007800"
"ISML";"app_storefront_base/default/slots/content/contentAssetBody";"13";"231060693";"230396670";"99233496";"99230966"
"ISML";"app_storefront_base/default/slots/content/htmlSlotContainer";"4";"248630261";"121869613";"3961095";"3128497"
"ISML";"app_storefront_base/default/slots/htmlSlotContainer";"4";"126760648";"126476342";"832598";"832413"
"ISML";"app_storefront_base/default/slots/product/homePageProductSlot";"3";"93723139";"92789875";"1868942";"1855503"
"ONREQUEST";"/Sites-RefArch-Site/-/null-null";"3";"274553990";"274553990";"182016430";"182016430"
"ONREQUEST";"/Sites-RefArch-Site/en_US/ConsentTracking-GetContent";"1";"901217";"901217";"204";"204"
"ONREQUEST";"/Sites-RefArch-Site/en_US/ConsentTracking-SetConsent";"1";"1298825";"1298825";"331";"331"
"ONREQUEST";"/Sites-RefArch-Site/en_US/Product-Show";"1";"1076930";"1076930";"287";"287"
"ONREQUEST";"/Sites-RefArch-Site/en_US/__Analytics-Start";"4";"7570056";"7570056";"99885";"99885"
"PIPELINE_NODE";"bc_api:Assign";"5";"7567606";"7567606";"0";"0"
"SCRIPT_API";"dw.campaign.Promotion#getCalloutMsg()";"2";"8471763";"8471763";"7761512";"7761512"
"SCRIPT_API";"dw.campaign.Promotion#getDetails()";"2";"915958";"915958";"613336";"613336"
"SCRIPT_API";"dw.campaign.Promotion#getID()";"13";"49581";"49581";"522";"522"
"SCRIPT_API";"dw.campaign.Promotion#getName()";"1";"837676";"837676";"587896";"587896"
"SCRIPT_API";"dw.campaign.Promotion#getPromotionClass()";"3";"22990";"22990";"270";"270"
"SCRIPT_API";"dw.campaign.Promotion#getPromotionalPrice(dw.catalog.Product,dw.catalog.ProductOptionModel)";"1";"199424";"199424";"0";"0"
"SCRIPT_API";"dw.campaign.Promotion#getRank()";"1";"6950";"6950";"41";"41"
"SCRIPT_API";"dw.campaign.Promotion#isEnabled()";"1";"29451";"29451";"191";"191"
"SCRIPT_API";"dw.campaign.PromotionMgr#getActiveCustomerPromotions()";"4";"5289972";"5289972";"58636";"58636"
"SCRIPT_API";"dw.campaign.PromotionPlan#getProductPromotions()";"3";"3605768";"3605768";"0";"0"
"SCRIPT_API";"dw.campaign.PromotionPlan#getProductPromotions(dw.catalog.Product)";"1";"24868027";"24868027";"16087938";"16087938"
"SCRIPT_API";"dw.campaign.SlotContent#getContent()";"20";"633924";"633924";"0";"0"
"SCRIPT_API";"dw.catalog.Catalog#getRoot()";"4";"1935099";"1935099";"933376";"933376"
"SCRIPT_API";"dw.catalog.CatalogMgr#getCategory(String)";"2";"1015830";"1015830";"644159";"644159"
"SCRIPT_API";"dw.catalog.CatalogMgr#getSiteCatalog()";"4";"211896";"211896";"3245";"3245"
"SCRIPT_API";"dw.catalog.Category#getDisplayName()";"11";"534342";"534342";"0";"0"
"SCRIPT_API";"dw.catalog.Category#getID()";"24";"412519";"412519";"10560";"10560"
"SCRIPT_API";"dw.catalog.Category#getOnlineSubCategories()";"12";"14210552";"14210552";"9274409";"9274409"
"SCRIPT_API";"dw.catalog.Category#getParent()";"8";"39101";"39101";"341";"341"
"SCRIPT_API";"dw.catalog.Category#hasOnlineProducts()";"32";"31612827";"31612827";"23504683";"23504683"
"SCRIPT_API";"dw.catalog.Category#hasOnlineSubCategories()";"28";"7811900";"7811900";"5901797";"5901797"
"SCRIPT_API";"dw.catalog.PriceBook#getID()";"31";"271234";"271234";"147";"147"
"SCRIPT_API";"dw.catalog.PriceBook#getParentPriceBook()";"22";"389497";"389497";"3562";"3562"
"SCRIPT_API";"dw.catalog.PriceBookMgr#getApplicablePriceBooks()";"3";"165833";"165833";"0";"0"
"SCRIPT_API";"dw.catalog.PriceBookMgr#setApplicablePriceBooks(dw.catalog.PriceBook[])";"6";"409348";"409348";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getAttributeModel()";"1";"14292644";"14292644";"10129064";"10129064"
"SCRIPT_API";"dw.catalog.Product#getAvailabilityModel()";"1";"237234";"237234";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getBrand()";"3";"23080";"23080";"460";"460"
"SCRIPT_API";"dw.catalog.Product#getID()";"62";"435138";"435138";"11523";"11523"
"SCRIPT_API";"dw.catalog.Product#getImages(String)";"15";"53051958";"53051958";"23644236";"23644236"
"SCRIPT_API";"dw.catalog.Product#getMinOrderQuantity()";"5";"67432";"67432";"641";"641"
"SCRIPT_API";"dw.catalog.Product#getName()";"3";"4973625";"4973625";"4315154";"4315154"
"SCRIPT_API";"dw.catalog.Product#getOptionModel()";"1";"3887434";"3887434";"3448343";"3448343"
"SCRIPT_API";"dw.catalog.Product#getPageMetaTags()";"1";"11100873";"11100873";"9655819";"9655819"
"SCRIPT_API";"dw.catalog.Product#getPriceModel()";"15";"14365726";"14365726";"4670209";"4670209"
"SCRIPT_API";"dw.catalog.Product#getPriceModel(dw.catalog.ProductOptionModel)";"1";"510850";"510850";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getPrimaryCategory()";"4";"219335";"219335";"613";"613"
"SCRIPT_API";"dw.catalog.Product#getStepQuantity()";"1";"20761";"20761";"111";"111"
"SCRIPT_API";"dw.catalog.Product#getVariationModel()";"1";"2569970";"2569970";"0";"0"
"SCRIPT_API";"dw.catalog.Product#isMaster()";"20";"644513";"644513";"2011";"2011"
"SCRIPT_API";"dw.catalog.Product#isOnline()";"1";"100912";"100912";"0";"0"
"SCRIPT_API";"dw.catalog.Product#isVariant()";"16";"697593";"697593";"131962";"131962"
"SCRIPT_API";"dw.catalog.Product#isVariationGroup()";"2";"6200";"6200";"30";"30"
"SCRIPT_API";"dw.catalog.ProductAttributeModel#getVisibleAttributeGroups()";"1";"60181";"60181";"381";"381"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getBackorder()";"1";"1600";"1600";"40";"40"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getInStock()";"2";"4080";"4080";"221";"221"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getNotAvailable()";"1";"1370";"1370";"29";"29"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getPreorder()";"1";"4200";"4200";"129";"129"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#getAvailabilityLevels(Number)";"1";"1241684";"1241684";"0";"0"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#getInventoryRecord()";"1";"109152";"109152";"0";"0"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#isOrderable(Number)";"1";"699274";"699274";"0";"0"
"SCRIPT_API";"dw.catalog.ProductInventoryRecord#getInStockDate()";"1";"12100";"12100";"20";"20"
"SCRIPT_API";"dw.catalog.ProductMgr#getProduct(String)";"17";"1014837";"1014837";"442";"442"
"SCRIPT_API";"dw.catalog.ProductOptionModel#getOptions()";"3";"1759944";"1759944";"0";"0"
"SCRIPT_API";"dw.catalog.ProductPriceInfo#getPriceBook()";"31";"343829";"343829";"166";"166"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPrice()";"2";"84811";"84811";"0";"0"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceBookPrice(String)";"1";"2340625";"2340625";"1936744";"1936744"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceInfo()";"46";"8987466";"8987466";"3513949";"3513949"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceTable()";"1";"259615";"259615";"0";"0"
"SCRIPT_API";"dw.catalog.ProductPriceTable#getQuantities()";"1";"30841";"30841";"1";"1"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getDiscountedPromotionIDs()";"15";"15763291";"15763291";"4390267";"4390267"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getFirstRepresentedProduct()";"15";"1221292";"1221292";"644258";"644258"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getFirstRepresentedProductID()";"12";"46491";"46491";"481";"481"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getMaxPrice()";"33";"568903";"568903";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getMinPrice()";"33";"1099890";"1099890";"9778";"9778"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getProduct()";"3";"926377";"926377";"628456";"628456"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getProductID()";"54";"474878";"474878";"54000";"54000"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getRepresentedVariationValues(Object)";"15";"7772360";"7772360";"4282289";"4282289"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getProductSearchHit(dw.catalog.Product)";"18";"59733177";"59733177";"8537170";"8537170"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getProductSearchHits()";"12";"768204";"768204";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchModel#search()";"18";"162846056";"162846056";"38588989";"38588989"
"SCRIPT_API";"dw.catalog.ProductSearchModel()";"18";"26271952";"26271952";"2740881";"2740881"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getAttributeID()";"9";"51161";"51161";"3860";"3860"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getDisplayName()";"2";"20122296";"20122296";"18723074";"18723074"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getID()";"4";"13610";"13610";"249";"249"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#equals(Object)";"5";"47761";"47761";"282";"282"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getDescription()";"32";"5963514";"5963514";"4893612";"4893612"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getDisplayValue()";"36";"1627663";"1627663";"418067";"418067"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getID()";"32";"388065";"388065";"2697";"2697"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getImage(String,Number)";"27";"23052079";"23052079";"12570796";"12570796"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getImages(String)";"1";"363916";"363916";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getValue()";"59";"1011899";"1011899";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getAllValues(dw.catalog.ProductVariationAttribute)";"2";"100602";"100602";"2";"2"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getImages(String)";"2";"4083319";"4083319";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getMaster()";"1";"29921";"29921";"81";"81"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getProductVariationAttributes()";"1";"74931";"74931";"371";"371"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getSelectedValue(dw.catalog.ProductVariationAttribute)";"2";"61520";"61520";"39";"39"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getSelectedVariant()";"2";"35091";"35091";"723";"723"
"SCRIPT_API";"dw.catalog.ProductVariationModel#hasOrderableVariants(dw.catalog.ProductVariationAttribute,dw.catalog.ProductVariationAttributeValue)";"5";"21526993";"21526993";"17332672";"17332672"
"SCRIPT_API";"dw.catalog.ProductVariationModel#url(String,Object[])";"1";"53712";"53712";"131";"131"
"SCRIPT_API";"dw.catalog.ProductVariationModel#urlSelectVariationValue(String,dw.catalog.ProductVariationAttribute,dw.catalog.ProductVariationAttributeValue)";"3";"262606";"262606";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#urlUnselectVariationValue(String,dw.catalog.ProductVariationAttribute)";"2";"850086";"850086";"357165";"357165"
"SCRIPT_API";"dw.catalog.SearchModel#getCount()";"18";"1582798";"1582798";"0";"0"
"SCRIPT_API";"dw.catalog.SearchModel#setSearchPhrase(String)";"18";"596641";"596641";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getBrand()";"13";"480709";"480709";"407";"407"
"SCRIPT_API";"dw.catalog.Variant#getLongDescription()";"2";"1089080";"1089080";"619689";"619689"
"SCRIPT_API";"dw.catalog.Variant#getMasterProduct()";"3";"25221";"25221";"211";"211"
"SCRIPT_API";"dw.catalog.Variant#getName()";"13";"32189728";"32189728";"25461734";"25461734"
"SCRIPT_API";"dw.catalog.Variant#getPageDescription()";"1";"1185943";"1185943";"636261";"636261"
"SCRIPT_API";"dw.catalog.Variant#getPageKeywords()";"1";"1116711";"1116711";"607780";"607780"
"SCRIPT_API";"dw.catalog.Variant#getPageTitle()";"1";"1235623";"1235623";"628681";"628681"
"SCRIPT_API";"dw.catalog.Variant#getShortDescription()";"2";"1048959";"1048959";"715467";"715467"
"SCRIPT_API";"dw.catalog.Variant#getTemplate()";"1";"505650";"505650";"0";"0"
"SCRIPT_API";"dw.content.Content#getID()";"24";"417916";"417916";"6";"6"
"SCRIPT_API";"dw.content.Content#getName()";"24";"2859265";"2859265";"992231";"992231"
"SCRIPT_API";"dw.content.Content#getPageDescription()";"24";"1908924";"1908924";"1018565";"1018565"
"SCRIPT_API";"dw.content.Content#getPageKeywords()";"24";"1809554";"1809554";"919343";"919343"
"SCRIPT_API";"dw.content.Content#getPageMetaTags()";"24";"7857699";"7857699";"5410312";"5410312"
"SCRIPT_API";"dw.content.Content#getPageTitle()";"24";"1912491";"1912491";"933297";"933297"
"SCRIPT_API";"dw.content.Content#getTemplate()";"24";"225693";"225693";"1362";"1362"
"SCRIPT_API";"dw.content.Content#isOnline()";"32";"10028523";"10028523";"5308802";"5308802"
"SCRIPT_API";"dw.content.ContentMgr#getContent(String)";"36";"12846670";"12846670";"7571369";"7571369"
"SCRIPT_API";"dw.content.MarkupText#getMarkup()";"8";"164844";"164844";"434";"434"
"SCRIPT_API";"dw.content.MediaFile#getAbsURL()";"20";"1601640";"1601640";"2563";"2563"
"SCRIPT_API";"dw.content.MediaFile#getAlt()";"47";"335338";"335338";"1046";"1046"
"SCRIPT_API";"dw.content.MediaFile#getTitle()";"47";"298818";"298818";"3565";"3565"
"SCRIPT_API";"dw.content.MediaFile#getURL()";"47";"113794516";"113794516";"83299136";"83299136"
"SCRIPT_API";"dw.customer.Customer#getProfile()";"8";"79361";"79361";"3401";"3401"
"SCRIPT_API";"dw.experience.PageMgr#getPage(String)";"3";"3870955";"3870955";"3101980";"3101980"
"SCRIPT_API";"dw.experience.PageMgr#getPageByCategory(dw.catalog.Category,Boolean,String)";"2";"1765434";"1765434";"1220210";"1220210"
"SCRIPT_API";"dw.experience.PageMgr#getPageByProduct(dw.catalog.Product,Boolean,String)";"2";"16339194";"16339194";"5833554";"5833554"
"SCRIPT_API";"dw.io.PrintWriter#print(String)";"1";"31031";"31031";"801";"801"
"SCRIPT_API";"dw.object.ExtensibleObject#getCustom()";"162";"2730515";"2730515";"397813";"397813"
"SCRIPT_API";"dw.object.PersistentObject#getUUID()";"40";"533963";"533963";"15062";"15062"
"SCRIPT_API";"dw.order.BasketMgr#getCurrentBasket()";"4";"4128990";"4128990";"557";"557"
"SCRIPT_API";"dw.system.HookMgr#callHook(String,String,Object[])";"12";"836665";"836665";"0";"0"
"SCRIPT_API";"dw.system.HookMgr#hasHook(String)";"406";"10367292";"10367292";"2384145";"2384145"
"SCRIPT_API";"dw.system.Logger#warn(String,Object[])";"4";"16805372";"16805372";"11976007";"11976007"
"SCRIPT_API";"dw.system.Request#getHttpHeaders()";"406";"10629508";"10629508";"40317";"40317"
"SCRIPT_API";"dw.system.Request#getHttpHost()";"427";"935520";"935520";"16623";"16623"
"SCRIPT_API";"dw.system.Request#getHttpMethod()";"406";"1250563";"1250563";"14423";"14423"
"SCRIPT_API";"dw.system.Request#getHttpPath()";"406";"2032182";"2032182";"0";"0"
"SCRIPT_API";"dw.system.Request#getHttpQueryString()";"636";"2292596";"2292596";"180058";"180058"
"SCRIPT_API";"dw.system.Request#getLocale()";"438";"1737409";"1737409";"170621";"170621"
"SCRIPT_API";"dw.system.Request#getPageMetaData()";"20";"529061";"529061";"6327";"6327"
"SCRIPT_API";"dw.system.Request#getRequestID()";"15";"50758";"50758";"819";"819"
"SCRIPT_API";"dw.system.Request#isHttpSecure()";"406";"1582974";"1582974";"22228";"22228"
"SCRIPT_API";"dw.system.Request#isIncludeRequest()";"812";"1977547";"1977547";"160576";"160576"
"SCRIPT_API";"dw.system.Response#getWriter()";"1";"18309882";"18309882";"4374331";"4374331"
"SCRIPT_API";"dw.system.Response#setContentType(String)";"1";"12860";"12860";"1359";"1359"
"SCRIPT_API";"dw.system.Response#setExpires(Date)";"50";"756632";"756632";"27666";"27666"
"SCRIPT_API";"dw.system.Response#setHttpHeader(String,String)";"812";"3830927";"3830927";"70553";"70553"
"SCRIPT_API";"dw.system.Response#setVaryBy(String)";"16";"394438";"394438";"227";"227"
"SCRIPT_API";"dw.system.Session#getCurrency()";"534";"5028346";"5028346";"29415";"29415"
"SCRIPT_API";"dw.system.Session#getPrivacy()";"52";"1444628";"1444628";"17780";"17780"
"SCRIPT_API";"dw.system.Session#setTrackingAllowed(Boolean)";"7";"164052";"164052";"0";"0"
"SCRIPT_API";"dw.system.Site#getAllowedLocales()";"8";"264424";"264424";"0";"0"
"SCRIPT_API";"dw.system.Site#getCurrent()";"15";"6019131";"6019131";"1681158";"1681158"
"SCRIPT_API";"dw.system.Site#getID()";"8";"25530";"25530";"941";"941"
"SCRIPT_API";"dw.system.Site#getPageMetaTags()";"3";"31318561";"31318561";"11104329";"11104329"
"SCRIPT_API";"dw.system.Site#getPreferences()";"4";"8760087";"8760087";"8257777";"8257777"
"SCRIPT_API";"dw.system.System#getInstanceType()";"4";"486199";"486199";"1628";"1628"
"SCRIPT_API";"dw.template.ISML#renderTemplate(String,Object)";"75";"5714927170";"82606642";"593171813";"14813059"
"SCRIPT_API";"dw.util.ArrayList()";"15";"131032";"131032";"2380";"2380"
"SCRIPT_API";"dw.util.Collection#getLength()";"22";"466788";"466788";"925";"925"
"SCRIPT_API";"dw.util.Collection#iterator()";"54";"689583";"689583";"29941";"29941"
"SCRIPT_API";"dw.util.Currency#getCurrencyCode()";"454";"896993";"896993";"29200";"29200"
"SCRIPT_API";"dw.util.Currency#getDefaultFractionDigits()";"434";"1010395";"1010395";"52002";"52002"
"SCRIPT_API";"dw.util.Currency#getName()";"434";"677596";"677596";"40564";"40564"
"SCRIPT_API";"dw.util.Currency#getSymbol()";"434";"702377";"702377";"37873";"37873"
"SCRIPT_API";"dw.util.Decimal#get()";"16";"418380";"418380";"0";"0"
"SCRIPT_API";"dw.util.Decimal#toString()";"16";"449086";"449086";"0";"0"
"SCRIPT_API";"dw.util.HashMap()";"5";"102144";"102144";"782";"782"
"SCRIPT_API";"dw.util.Iterator#hasNext()";"142";"872872";"872872";"76208";"76208"
"SCRIPT_API";"dw.util.Iterator#next()";"116";"1541051";"1541051";"62989";"62989"
"SCRIPT_API";"dw.util.List#indexOf(Object)";"108";"593605";"593605";"8224";"8224"
"SCRIPT_API";"dw.util.List#size()";"21";"113874";"113874";"3371";"3371"
"SCRIPT_API";"dw.util.Locale#getCountry()";"8";"35162";"35162";"353";"353"
"SCRIPT_API";"dw.util.Locale#getDisplayCountry()";"8";"6657526";"6657526";"0";"0"
"SCRIPT_API";"dw.util.Locale#getDisplayLanguage()";"8";"54502";"54502";"0";"0"
"SCRIPT_API";"dw.util.Locale#getDisplayName()";"8";"1124553";"1124553";"216900";"216900"
"SCRIPT_API";"dw.util.Locale#getID()";"184";"880875";"880875";"235541";"235541"
"SCRIPT_API";"dw.util.Locale#getLanguage()";"12";"74828";"74828";"10116";"10116"
"SCRIPT_API";"dw.util.Locale#getLocale(String)";"32";"676094";"676094";"0";"0"
"SCRIPT_API";"dw.util.Map#put(Object,Object)";"1";"24031";"24031";"311";"311"
"SCRIPT_API";"dw.util.StringUtils#formatMoney(dw.value.Money)";"16";"4167512";"4167512";"21262";"21262"
"SCRIPT_API";"dw.util.Template#render(dw.util.Map)";"1";"75961358";"3466276";"3103446";"1845830"
"SCRIPT_API";"dw.util.Template(String)";"1";"18291";"18291";"61";"61"
"SCRIPT_API";"dw.value.MimeEncodedText#getText()";"1";"13050";"13050";"99";"99"
"SCRIPT_API";"dw.value.Money#getCurrencyCode()";"16";"240175";"240175";"0";"0"
"SCRIPT_API";"dw.value.Money#getDecimalValue()";"32";"508828";"508828";"707";"707"
"SCRIPT_API";"dw.value.Money#getValue()";"62";"515659";"515659";"1292";"1292"
"SCRIPT_API";"dw.value.Money#getValueOrNull()";"17";"529512";"529512";"158330";"158330"
"SCRIPT_API";"dw.value.Money#isAvailable()";"56";"541480";"541480";"3943";"3943"
"SCRIPT_API";"dw.value.Quantity#getValue()";"9";"43880";"43880";"408";"408"
"SCRIPT_API";"dw.web.CSRFProtection#generateToken()";"29";"1276196";"1276196";"0";"0"
"SCRIPT_API";"dw.web.CSRFProtection#getTokenName()";"29";"268414";"268414";"14155";"14155"
"SCRIPT_API";"dw.web.CSRFProtection#validateRequest()";"1";"96101";"96101";"0";"0"
"SCRIPT_API";"dw.web.LoopIterator#getCount()";"60";"642229";"642229";"30978";"30978"
"SCRIPT_API";"dw.web.LoopIterator#getIndex()";"8";"65053";"65053";"7482";"7482"
"SCRIPT_API";"dw.web.LoopIterator#isLast()";"8";"76761";"76761";"7283";"7283"
"SCRIPT_API";"dw.web.PageMetaData#addPageMetaTags(Array)";"4";"353436";"353436";"245";"245"
"SCRIPT_API";"dw.web.PageMetaData#getDescription()";"20";"225723";"225723";"2105";"2105"
"SCRIPT_API";"dw.web.PageMetaData#getKeywords()";"20";"283378";"283378";"29097";"29097"
"SCRIPT_API";"dw.web.PageMetaData#getPageMetaTags()";"20";"1692272";"1692272";"0";"0"
"SCRIPT_API";"dw.web.PageMetaData#getTitle()";"20";"262027";"262027";"2356";"2356"
"SCRIPT_API";"dw.web.PageMetaData#setDescription(String)";"1";"6991";"6991";"381";"381"
"SCRIPT_API";"dw.web.PageMetaData#setTitle(String)";"1";"11421";"11421";"481";"481"
"SCRIPT_API";"dw.web.PageMetaTag#getContent()";"9";"26941";"26941";"2000";"2000"
"SCRIPT_API";"dw.web.PageMetaTag#getID()";"12";"31209";"31209";"1507";"1507"
"SCRIPT_API";"dw.web.PageMetaTag#isName()";"18";"464879";"464879";"1439";"1439"
"SCRIPT_API";"dw.web.PageMetaTag#isProperty()";"3";"16930";"16930";"652";"652"
"SCRIPT_API";"dw.web.PageMetaTag#isTitle()";"9";"51792";"51792";"713";"713"
"SCRIPT_API";"dw.web.Resource#msg(String,String,String)";"164";"26118138";"26118138";"5725206";"5725206"
"SCRIPT_API";"dw.web.Resource#msgf(String,String,String,Object[])";"70";"21866855";"21866855";"538482";"538482"
"SCRIPT_API";"dw.web.URL#appendCSRFTokenBM()";"2";"9152";"9152";"242";"242"
"SCRIPT_API";"dw.web.URL#relative()";"32";"509527";"509527";"0";"0"
