"Type";"Name";"Count";"TotalTime";"OwnTime";"TotalWaitTime";"OwnWaitTime"
"ISML";"app_storefront_base/default/account/components/oauth";"1";"64392040";"64311559";"1489352";"1488062"
"ISML";"app_storefront_base/default/account/components/registerForm";"1";"84113717";"78464233";"902605";"221605"
"ISML";"app_storefront_base/default/account/components/trackOrderForm";"1";"149269312";"67166781";"1484785";"1290681"
"ISML";"app_storefront_base/default/account/components/trackOrderFormBillingZipCode";"1";"82003899";"81949168";"191942";"191121"
"ISML";"app_storefront_base/default/account/header";"24";"8896180";"5787484";"8384";"2748"
"ISML";"app_storefront_base/default/account/mobileHeader";"24";"6843001";"4974488";"6842";"3121"
"ISML";"app_storefront_base/default/account/password/passwordResetForm";"1";"87502841";"87415727";"12492505";"12491732"
"ISML";"app_storefront_base/default/account/password/requestPasswordResetModal";"1";"160253738";"72696146";"13308826";"816001"
"ISML";"app_storefront_base/default/common/layout/page";"33";"467399445";"73118808";"179650532";"13225696"
"ISML";"app_storefront_base/default/components/breadcrumbs/pageBreadcrumbs";"15";"3656389";"3531658";"452219";"440716"
"ISML";"app_storefront_base/default/components/content/contentAssetInc";"84";"33993017";"33993017";"822814";"822814"
"ISML";"app_storefront_base/default/components/header/menuItem";"24";"1816764";"1816764";"2638";"2638"
"ISML";"app_storefront_base/default/components/header/search";"66";"27736343";"10619787";"51191";"63096"
"ISML";"app_storefront_base/default/error";"9";"80932192";"5177478";"3759";"2331"
"ISML";"app_storefront_base/default/home/homePage";"11";"202905342";"9162765";"88640823";"0"
"ISML";"app_storefront_base/default/product/components/addToCartButtonExtension";"7";"138472";"138472";"1951";"1951"
"ISML";"app_storefront_base/default/product/components/addToCartProduct";"7";"2640031";"2084652";"2702";"0"
"ISML";"app_storefront_base/default/product/components/attributes";"7";"222856";"222856";"2155";"2155"
"ISML";"app_storefront_base/default/product/components/availability";"7";"1201921";"492389";"1709";"3057"
"ISML";"app_storefront_base/default/product/components/description";"7";"319178";"319178";"1677";"1677"
"ISML";"app_storefront_base/default/product/components/descriptionAndDetails";"7";"7852459";"5548952";"621587";"619122"
"ISML";"app_storefront_base/default/product/components/details";"7";"274295";"274295";"1045";"1045"
"ISML";"app_storefront_base/default/product/components/imageCarousel";"7";"3344092";"1775973";"3152";"0"
"ISML";"app_storefront_base/default/product/components/mainAttributes";"7";"228526";"228526";"794";"794"
"ISML";"app_storefront_base/default/product/components/pidRating";"7";"5228640";"2660320";"2833";"5913"
"ISML";"app_storefront_base/default/product/components/pricing/ajaxMain";"7";"95289955";"2197090";"665551";"0"
"ISML";"app_storefront_base/default/product/components/pricing/main";"85";"117178871";"12467720";"692096";"582294"
"ISML";"app_storefront_base/default/product/components/productAvailability";"7";"2877235";"1675314";"3077";"1368"
"ISML";"app_storefront_base/default/product/components/productNumber";"7";"727874";"321424";"1912";"2341"
"ISML";"app_storefront_base/default/product/components/productRating";"78";"5976906";"5976906";"0";"0"
"ISML";"app_storefront_base/default/product/components/productTileImage";"71";"18573563";"8721572";"24187";"54199"
"ISML";"app_storefront_base/default/product/components/productTileName";"71";"3180028";"3180028";"11823";"11823"
"ISML";"app_storefront_base/default/product/components/productTileSwatch";"71";"10865945";"10230093";"7739";"0"
"ISML";"app_storefront_base/default/product/components/promotions";"7";"587470";"583080";"1588";"1298"
"ISML";"app_storefront_base/default/product/components/quantity";"7";"1929886";"1540898";"849";"1476"
"ISML";"app_storefront_base/default/product/components/ratings";"71";"14897835";"9503160";"33620";"35761"
"ISML";"app_storefront_base/default/product/components/socialIcons";"7";"7352140";"3367197";"33898";"2423"
"ISML";"app_storefront_base/default/product/components/variationAttribute";"17";"5348888";"3398551";"1824";"1133"
"ISML";"app_storefront_base/default/product/gridTile";"71";"144328435";"21401597";"47604";"4789"
"ISML";"app_storefront_base/default/product/productDetails";"7";"163155336";"26723039";"33901055";"247571"
"ISML";"app_storefront_base/default/product/productTile";"71";"122926838";"35619545";"42815";"0"
"ISML";"app_storefront_base/default/product/productTileFooter";"71";"34404502";"9353840";"32775";"37333"
"ISML";"app_storefront_base/default/search/components/productTiles";"3";"26973407";"26639292";"1929482";"1899434"
"ISML";"app_storefront_base/default/search/filterBar";"3";"11059036";"532110";"8907352";"298"
"ISML";"app_storefront_base/default/search/noResultsProduct";"2";"79527519";"79527519";"14105752";"14105752"
"ISML";"app_storefront_base/default/search/productGrid";"3";"29047317";"1757975";"2077335";"148309"
"ISML";"app_storefront_base/default/search/resultsCount";"8";"91756829";"8004079";"16691741";"2590512"
"ISML";"app_storefront_base/default/search/searchResults";"5";"231805444";"4919230";"67720585";"158682"
"ISML";"app_storefront_base/default/search/searchResultsNoDecorator";"5";"139061237";"6215958";"29033477";"1357513"
"ISML";"app_storefront_base/default/search/sortOrderMenu";"3";"894197";"616691";"654";"1568"
"ISML";"app_storefront_base/default/search/suggestions";"1";"97349558";"96352750";"16910587";"16908382"
"ISML";"app_storefront_base/default/slots/content/contentAssetBody";"40";"203701185";"202922471";"119091367";"119087335"
"ISML";"app_storefront_base/default/slots/content/htmlSlotContainer";"15";"7851936";"1818222";"10432";"6305"
"ISML";"app_storefront_base/default/slots/htmlSlotContainer";"15";"6033714";"5654999";"4127";"3750"
"ISML";"app_storefront_base/default/slots/product/homePageProductSlot";"7";"7007721";"5515974";"5041";"0"
"ONREQUEST";"/Sites-Mailchimp-Site/-/null-null";"4";"21731331";"21731331";"8563911";"8563911"
"ONREQUEST";"/Sites-Mailchimp-Site/default/Product-Show";"3";"3929214";"3929214";"1464";"1464"
"ONREQUEST";"/Sites-Mailchimp-Site/default/Search-Show";"2";"2819263";"2819263";"694";"694"
"ONREQUEST";"/Sites-Mailchimp-Site/default/SearchServices-GetSuggestions";"2";"4887734";"4887734";"438";"438"
"ONREQUEST";"/Sites-Mailchimp-Site/default/__Analytics-Start";"14";"25714312";"25714312";"5535";"5535"
"ONREQUEST";"/Sites-Mailchimp-Site/default/__SYSTEM__StorefrontToolkit-Init";"43";"197451583";"197451583";"83124518";"83124518"
"ONREQUEST";"/Sites-Mailchimp-Site/default/__SYSTEM__StorefrontToolkit-SitePreview";"1";"14768945";"14768945";"9667301";"9667301"
"ONREQUEST";"/Sites-Mailchimp-Site/default/__SYSTEM__StorefrontToolkit-Start";"4";"3025519";"3025519";"1039";"1039"
"ONREQUEST";"/Sites-RefArch-Site/-/null-null";"4";"13964809";"13964809";"2952035";"2952035"
"ONREQUEST";"/Sites-RefArch-Site/default/__SYSTEM__StorefrontToolkit-Init";"2";"20934954";"20934954";"12821221";"12821221"
"ONREQUEST";"/Sites-RefArch-Site/en_US/ConsentTracking-GetContent";"2";"1598059";"1598059";"114";"114"
"ONREQUEST";"/Sites-RefArch-Site/en_US/ConsentTracking-SetConsent";"4";"3182770";"3182770";"1371";"1371"
"ONREQUEST";"/Sites-RefArch-Site/en_US/Home-Show";"3";"4895842";"4895842";"717";"717"
"ONREQUEST";"/Sites-RefArch-Site/en_US/Login-Show";"1";"18454594";"18454594";"11232017";"11232017"
"ONREQUEST";"/Sites-RefArch-Site/en_US/Product-Show";"4";"5427810";"5427810";"2505";"2505"
"ONREQUEST";"/Sites-RefArch-Site/en_US/Search-Show";"3";"23230876";"23230876";"11919384";"11919384"
"ONREQUEST";"/Sites-RefArch-Site/en_US/__Analytics-Start";"13";"19045460";"19045460";"2482";"2482"
"PIPELINE_NODE";"bc_api:Assign";"14";"7578150";"4789911";"1805773";"0"
"SCRIPT_API";"dw.campaign.Promotion#getCalloutMsg()";"2";"1002298";"1002298";"781777";"781777"
"SCRIPT_API";"dw.campaign.Promotion#getDetails()";"2";"502560";"502560";"338549";"338549"
"SCRIPT_API";"dw.campaign.Promotion#getID()";"33";"60042";"60042";"1501";"1501"
"SCRIPT_API";"dw.campaign.Promotion#getName()";"1";"449858";"449858";"323498";"323498"
"SCRIPT_API";"dw.campaign.Promotion#getPromotionClass()";"3";"14131";"14131";"141";"141"
"SCRIPT_API";"dw.campaign.Promotion#getPromotionalPrice(dw.catalog.Product,dw.catalog.ProductOptionModel)";"1";"169613";"169613";"0";"0"
"SCRIPT_API";"dw.campaign.Promotion#getRank()";"1";"2841";"2841";"0";"0"
"SCRIPT_API";"dw.campaign.Promotion#isEnabled()";"1";"3560";"3560";"0";"0"
"SCRIPT_API";"dw.campaign.PromotionMgr#getActiveCustomerPromotions()";"17";"9653689";"9653689";"2903091";"2903091"
"SCRIPT_API";"dw.campaign.PromotionPlan#getProductPromotions()";"10";"1980097";"1980097";"112951";"112951"
"SCRIPT_API";"dw.campaign.PromotionPlan#getProductPromotions(dw.catalog.Product)";"7";"3713279";"3713279";"37397";"37397"
"SCRIPT_API";"dw.campaign.SlotContent#getContent()";"62";"585368";"585368";"0";"0"
"SCRIPT_API";"dw.catalog.Catalog#getRoot()";"32";"827115";"827115";"0";"0"
"SCRIPT_API";"dw.catalog.CatalogMgr#getCategory(String)";"27";"2299277";"2299277";"1128643";"1128643"
"SCRIPT_API";"dw.catalog.CatalogMgr#getSiteCatalog()";"32";"986455";"986455";"15860";"15860"
"SCRIPT_API";"dw.catalog.CatalogMgr#getSortingOptions()";"8";"4926184";"4926184";"3360219";"3360219"
"SCRIPT_API";"dw.catalog.Category#getDefaultSortingRule()";"12";"1078020";"1078020";"0";"0"
"SCRIPT_API";"dw.catalog.Category#getDisplayName()";"77";"2031487";"2031487";"0";"0"
"SCRIPT_API";"dw.catalog.Category#getID()";"166";"306815";"306815";"10544";"10544"
"SCRIPT_API";"dw.catalog.Category#getImage()";"7";"41332";"41332";"1350";"1350"
"SCRIPT_API";"dw.catalog.Category#getOnlineSubCategories()";"72";"19573167";"19573167";"10192236";"10192236"
"SCRIPT_API";"dw.catalog.Category#getPageDescription()";"6";"100461";"100461";"0";"0"
"SCRIPT_API";"dw.catalog.Category#getPageKeywords()";"6";"88703";"88703";"0";"0"
"SCRIPT_API";"dw.catalog.Category#getPageTitle()";"6";"140493";"140493";"0";"0"
"SCRIPT_API";"dw.catalog.Category#getParent()";"58";"94572";"94572";"1665";"1665"
"SCRIPT_API";"dw.catalog.Category#getSubCategories()";"6";"2788239";"2788239";"1815606";"1815606"
"SCRIPT_API";"dw.catalog.Category#getTemplate()";"3";"9241";"9241";"0";"0"
"SCRIPT_API";"dw.catalog.Category#hasOnlineProducts()";"192";"90489869";"90489869";"60065573";"60065573"
"SCRIPT_API";"dw.catalog.Category#hasOnlineSubCategories()";"168";"2714020";"2714020";"0";"0"
"SCRIPT_API";"dw.catalog.Category#isOnline()";"6";"135512";"135512";"0";"0"
"SCRIPT_API";"dw.catalog.PriceBook#getID()";"148";"207690";"207690";"4041";"4041"
"SCRIPT_API";"dw.catalog.PriceBook#getParentPriceBook()";"107";"291813";"291813";"2727";"2727"
"SCRIPT_API";"dw.catalog.PriceBookMgr#getApplicablePriceBooks()";"12";"649503";"649503";"68694";"68694"
"SCRIPT_API";"dw.catalog.PriceBookMgr#setApplicablePriceBooks(dw.catalog.PriceBook[])";"24";"995536";"995536";"56228";"56228"
"SCRIPT_API";"dw.catalog.Product#getAttributeModel()";"7";"2962636";"2962636";"11458";"11458"
"SCRIPT_API";"dw.catalog.Product#getAvailabilityModel()";"7";"1017218";"1017218";"626364";"626364"
"SCRIPT_API";"dw.catalog.Product#getBrand()";"46";"172702";"172702";"3146";"3146"
"SCRIPT_API";"dw.catalog.Product#getID()";"237";"525002";"525002";"29130";"29130"
"SCRIPT_API";"dw.catalog.Product#getImage(String)";"3";"19488149";"19488149";"16555696";"16555696"
"SCRIPT_API";"dw.catalog.Product#getImages(String)";"71";"21820458";"21820458";"122078";"122078"
"SCRIPT_API";"dw.catalog.Product#getLongDescription()";"6";"404897";"404897";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getMinOrderQuantity()";"35";"464200";"464200";"478";"478"
"SCRIPT_API";"dw.catalog.Product#getName()";"49";"12030397";"12030397";"9160506";"9160506"
"SCRIPT_API";"dw.catalog.Product#getOptionModel()";"7";"1309375";"1309375";"869494";"869494"
"SCRIPT_API";"dw.catalog.Product#getPageDescription()";"3";"45631";"45631";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getPageKeywords()";"3";"36601";"36601";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getPageMetaTags()";"7";"1767924";"1767924";"1044661";"1044661"
"SCRIPT_API";"dw.catalog.Product#getPageTitle()";"3";"70031";"70031";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getPriceModel()";"73";"38271928";"38271928";"19607268";"19607268"
"SCRIPT_API";"dw.catalog.Product#getPriceModel(dw.catalog.ProductOptionModel)";"7";"1786674";"1786674";"413878";"413878"
"SCRIPT_API";"dw.catalog.Product#getPrimaryCategory()";"25";"2117318";"2117318";"1135494";"1135494"
"SCRIPT_API";"dw.catalog.Product#getShortDescription()";"6";"177202";"177202";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getStepQuantity()";"7";"48661";"48661";"81";"81"
"SCRIPT_API";"dw.catalog.Product#getTemplate()";"3";"12330";"12330";"271";"271"
"SCRIPT_API";"dw.catalog.Product#getVariationModel()";"26";"2704891";"2704891";"881524";"881524"
"SCRIPT_API";"dw.catalog.Product#isMaster()";"107";"359509";"359509";"7449";"7449"
"SCRIPT_API";"dw.catalog.Product#isOnline()";"7";"253725";"253725";"0";"0"
"SCRIPT_API";"dw.catalog.Product#isVariant()";"50";"122482";"122482";"1848";"1848"
"SCRIPT_API";"dw.catalog.Product#isVariationGroup()";"8";"13021";"13021";"61";"61"
"SCRIPT_API";"dw.catalog.ProductAttributeModel#getVisibleAttributeGroups()";"7";"129071";"129071";"380";"380"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getBackorder()";"7";"8141";"8141";"140";"140"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getInStock()";"14";"232413";"232413";"0";"0"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getNotAvailable()";"7";"7980";"7980";"109";"109"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getPreorder()";"7";"16020";"16020";"340";"340"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#getAvailabilityLevels(Number)";"7";"3624168";"3624168";"1755617";"1755617"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#getInventoryRecord()";"7";"34049";"34049";"468";"468"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#isOrderable(Number)";"7";"654493";"654493";"0";"0"
"SCRIPT_API";"dw.catalog.ProductInventoryRecord#getInStockDate()";"4";"11690";"11690";"0";"0"
"SCRIPT_API";"dw.catalog.ProductMgr#getProduct(String)";"85";"1889218";"1889218";"1801";"1801"
"SCRIPT_API";"dw.catalog.ProductOptionModel#getOptions()";"21";"633482";"633482";"1089";"1089"
"SCRIPT_API";"dw.catalog.ProductPriceInfo#getPriceBook()";"148";"479063";"479063";"1878";"1878"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPrice()";"12";"686633";"686633";"0";"0"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceBookPrice(String)";"6";"3099448";"3099448";"2051115";"2051115"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceInfo()";"219";"18897277";"18897277";"8268324";"8268324"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceTable()";"7";"4553529";"4553529";"2517698";"2517698"
"SCRIPT_API";"dw.catalog.ProductPriceModel#isPriceRange()";"2";"12913805";"12913805";"9395835";"9395835"
"SCRIPT_API";"dw.catalog.ProductPriceTable#getPrice(dw.value.Quantity)";"3";"43582";"43582";"171";"171"
"SCRIPT_API";"dw.catalog.ProductPriceTable#getQuantities()";"8";"68201";"68201";"592";"592"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getDiscountedPromotionIDs()";"71";"7047226";"7047226";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getFirstRepresentedProduct()";"71";"12558364";"12558364";"8525136";"8525136"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getFirstRepresentedProductID()";"28";"114522";"114522";"679";"679"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getMaxPrice()";"154";"775125";"775125";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getMinPrice()";"154";"1814450";"1814450";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getProduct()";"15";"3394475";"3394475";"2230620";"2230620"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getProductID()";"270";"310767";"310767";"12872";"12872"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getRepresentedVariationValues(Object)";"71";"29488547";"29488547";"15746757";"15746757"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getCategory()";"74";"245303";"245303";"69188";"69188"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getPageMetaTags()";"8";"894088";"894088";"335218";"335218"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getProductSearchHit(dw.catalog.Product)";"83";"58390499";"58390499";"2209217";"2209217"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getProductSearchHits()";"44";"13750182";"13750182";"133783";"133783"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getRefinements()";"12";"12067616";"12067616";"8904469";"8904469"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getSearchPhraseSuggestions()";"8";"43640";"43640";"41";"41"
"SCRIPT_API";"dw.catalog.ProductSearchModel#isCategorySearch()";"16";"493579";"493579";"47299";"47299"
"SCRIPT_API";"dw.catalog.ProductSearchModel#isPersonalizedSort()";"5";"23270";"23270";"649";"649"
"SCRIPT_API";"dw.catalog.ProductSearchModel#isRefinedCategorySearch()";"8";"18609";"18609";"7";"7"
"SCRIPT_API";"dw.catalog.ProductSearchModel#search()";"91";"147505231";"147505231";"22601131";"22601131"
"SCRIPT_API";"dw.catalog.ProductSearchModel#setCategoryID(String)";"6";"25770";"25770";"231";"231"
"SCRIPT_API";"dw.catalog.ProductSearchModel#setPriceMax(Number)";"8";"18770";"18770";"80";"80"
"SCRIPT_API";"dw.catalog.ProductSearchModel#setPriceMin(Number)";"8";"24851";"24851";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchModel#setRecursiveCategorySearch(Boolean)";"8";"18480";"18480";"302";"302"
"SCRIPT_API";"dw.catalog.ProductSearchModel#urlSortingRule(String,dw.catalog.SortingRule)";"32";"850410";"850410";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchModel()";"91";"17198330";"17198330";"1643844";"1643844"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getAttributeID()";"99";"271440";"271440";"38196";"38196"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getDisplayName()";"17";"13096347";"13096347";"9999383";"9999383"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getID()";"43";"79134";"79134";"2545";"2545"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#equals(Object)";"50";"242744";"242744";"96670";"96670"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getDescription()";"164";"13955042";"13955042";"11179991";"11179991"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getDisplayValue()";"192";"2425814";"2425814";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getID()";"170";"439744";"439744";"11293";"11293"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getImage(String,Number)";"99";"37074910";"37074910";"18353604";"18353604"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getImages(String)";"7";"1182231";"1182231";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getValue()";"266";"2128944";"2128944";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getAllValues(dw.catalog.ProductVariationAttribute)";"26";"3454472";"3454472";"1385372";"1385372"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getDefaultVariant()";"3";"5066366";"5066366";"3893012";"3893012"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getImages(String)";"14";"6063584";"6063584";"356556";"356556"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getMaster()";"7";"47561";"47561";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getProductVariationAttributes()";"13";"633661";"633661";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getSelectedValue(dw.catalog.ProductVariationAttribute)";"17";"473151";"473151";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getSelectedVariant()";"14";"380166";"380166";"38274";"38274"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getVariants()";"4";"304727";"304727";"2459";"2459"
"SCRIPT_API";"dw.catalog.ProductVariationModel#hasOrderableVariants(dw.catalog.ProductVariationAttribute,dw.catalog.ProductVariationAttributeValue)";"65";"48123338";"48123338";"32865741";"32865741"
"SCRIPT_API";"dw.catalog.ProductVariationModel#setSelectedAttributeValue(String,String)";"3";"23121";"23121";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#url(String,Object[])";"7";"159293";"159293";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#urlSelectVariationValue(String,dw.catalog.ProductVariationAttribute,dw.catalog.ProductVariationAttributeValue)";"42";"2194289";"2194289";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#urlUnselectVariationValue(String,dw.catalog.ProductVariationAttribute)";"14";"1089110";"1089110";"0";"0"
"SCRIPT_API";"dw.catalog.SearchModel#getCount()";"107";"3811745";"3811745";"0";"0"
"SCRIPT_API";"dw.catalog.SearchModel#getSearchPhrase()";"8";"14201";"14201";"193";"193"
"SCRIPT_API";"dw.catalog.SearchModel#setSearchPhrase(String)";"83";"627850";"627850";"0";"0"
"SCRIPT_API";"dw.catalog.SearchModel#url(String)";"14";"486417";"486417";"0";"0"
"SCRIPT_API";"dw.catalog.SearchRefinements#getRefinementDefinitions()";"6";"87190";"87190";"0";"0"
"SCRIPT_API";"dw.catalog.SortingOption#getDisplayName()";"32";"11561307";"11561307";"9546435";"9546435"
"SCRIPT_API";"dw.catalog.SortingOption#getID()";"32";"217042";"217042";"518";"518"
"SCRIPT_API";"dw.catalog.SortingOption#getSortingRule()";"32";"561713";"561713";"0";"0"
"SCRIPT_API";"dw.catalog.SortingRule#getID()";"4";"17220";"17220";"10";"10"
"SCRIPT_API";"dw.catalog.Variant#getBrand()";"32";"447877";"447877";"57483";"57483"
"SCRIPT_API";"dw.catalog.Variant#getLongDescription()";"8";"610822";"610822";"2911";"2911"
"SCRIPT_API";"dw.catalog.Variant#getMasterProduct()";"12";"405396";"405396";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getName()";"32";"2328644";"2328644";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getPageDescription()";"4";"125962";"125962";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getPageKeywords()";"4";"97321";"97321";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getPageTitle()";"4";"172314";"172314";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getShortDescription()";"8";"328705";"328705";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getTemplate()";"4";"37021";"37021";"112";"112"
"SCRIPT_API";"dw.content.Content#getID()";"84";"216101";"216101";"2774";"2774"
"SCRIPT_API";"dw.content.Content#getName()";"84";"2129863";"2129863";"0";"0"
"SCRIPT_API";"dw.content.Content#getPageDescription()";"84";"998673";"998673";"0";"0"
"SCRIPT_API";"dw.content.Content#getPageKeywords()";"84";"943652";"943652";"0";"0"
"SCRIPT_API";"dw.content.Content#getPageMetaTags()";"84";"2979985";"2979985";"199081";"199081"
"SCRIPT_API";"dw.content.Content#getPageTitle()";"84";"1255499";"1255499";"0";"0"
"SCRIPT_API";"dw.content.Content#getTemplate()";"84";"193471";"193471";"2455";"2455"
"SCRIPT_API";"dw.content.Content#isOnline()";"114";"6434027";"6434027";"108985";"108985"
"SCRIPT_API";"dw.content.ContentMgr#getContent(String)";"210";"6922805";"6922805";"11957";"11957"
"SCRIPT_API";"dw.content.MarkupText#getMarkup()";"31";"584093";"584093";"108";"108"
"SCRIPT_API";"dw.content.MediaFile#getAbsURL()";"106";"3177791";"3177791";"0";"0"
"SCRIPT_API";"dw.content.MediaFile#getAlt()";"205";"365831";"365831";"6536";"6536"
"SCRIPT_API";"dw.content.MediaFile#getTitle()";"205";"477847";"477847";"64520";"64520"
"SCRIPT_API";"dw.content.MediaFile#getURL()";"208";"278497638";"278497638";"198990445";"198990445"
"SCRIPT_API";"dw.customer.Customer#getProfile()";"49";"223364";"223364";"6752";"6752"
"SCRIPT_API";"dw.customer.CustomerGroup#getID()";"3";"18500";"18500";"850";"850"
"SCRIPT_API";"dw.experience.PageMgr#getPage(String)";"11";"727875";"727875";"0";"0"
"SCRIPT_API";"dw.experience.PageMgr#getPageByCategory(dw.catalog.Category,Boolean,String)";"20";"12828823";"12828823";"8134868";"8134868"
"SCRIPT_API";"dw.experience.PageMgr#getPageByProduct(dw.catalog.Product,Boolean,String)";"14";"4978692";"4978692";"2479090";"2479090"
"SCRIPT_API";"dw.io.PrintWriter#print(String)";"5";"23591";"23591";"1380";"1380"
"SCRIPT_API";"dw.object.ExtensibleObject#getCustom()";"836";"3667385";"3667385";"78759";"78759"
"SCRIPT_API";"dw.object.PersistentObject#getUUID()";"162";"580936";"580936";"38097";"38097"
"SCRIPT_API";"dw.order.BasketMgr#getCurrentBasket()";"24";"2376148";"2376148";"6199";"6199"
"SCRIPT_API";"dw.suggest.CategorySuggestions#getSuggestedCategories()";"1";"630272";"630272";"175161";"175161"
"SCRIPT_API";"dw.suggest.ContentSuggestions#getSuggestedContent()";"1";"36681";"36681";"0";"0"
