"Type";"Name";"Count";"TotalTime";"OwnTime";"TotalWaitTime";"OwnWaitTime"
"SCRIPT_API";"dw.catalog.Product#getImages(String)";"5";"1819636";"1819636";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getMinOrderQuantity()";"5";"19710";"19710";"461";"461"
"SCRIPT_API";"dw.catalog.Product#getName()";"1";"42731";"42731";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getOptionModel()";"1";"25890";"25890";"500";"500"
"SCRIPT_API";"dw.catalog.Product#getPageMetaTags()";"1";"54421";"54421";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getPriceModel()";"5";"15629393";"15629393";"13862627";"13862627"
"SCRIPT_API";"dw.catalog.Product#getPriceModel(dw.catalog.ProductOptionModel)";"1";"901577";"901577";"498716";"498716"
"SCRIPT_API";"dw.catalog.Product#getPrimaryCategory()";"4";"64222";"64222";"481";"481"
"SCRIPT_API";"dw.catalog.Product#getStepQuantity()";"1";"8320";"8320";"0";"0"
"SCRIPT_API";"dw.catalog.Product#getVariationModel()";"1";"127133";"127133";"0";"0"
"SCRIPT_API";"dw.catalog.Product#isMaster()";"10";"19382";"19382";"1091";"1091"
"SCRIPT_API";"dw.catalog.Product#isOnline()";"1";"29311";"29311";"0";"0"
"SCRIPT_API";"dw.catalog.Product#isVariant()";"8";"29072";"29072";"222";"222"
"SCRIPT_API";"dw.catalog.Product#isVariationGroup()";"2";"3600";"3600";"20";"20"
"SCRIPT_API";"dw.catalog.ProductAttributeModel#getVisibleAttributeGroups()";"1";"19000";"19000";"189";"189"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getBackorder()";"1";"1869";"1869";"69";"69"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getInStock()";"2";"3120";"3120";"110";"110"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getNotAvailable()";"1";"1540";"1540";"50";"50"
"SCRIPT_API";"dw.catalog.ProductAvailabilityLevels#getPreorder()";"1";"2310";"2310";"99";"99"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#getAvailabilityLevels(Number)";"1";"86681";"86681";"0";"0"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#getInventoryRecord()";"1";"5771";"5771";"40";"40"
"SCRIPT_API";"dw.catalog.ProductAvailabilityModel#isOrderable(Number)";"1";"61711";"61711";"0";"0"
"SCRIPT_API";"dw.catalog.ProductInventoryRecord#getInStockDate()";"1";"3340";"3340";"11";"11"
"SCRIPT_API";"dw.catalog.ProductMgr#getProduct(String)";"7";"214433";"214433";"815";"815"
"SCRIPT_API";"dw.catalog.ProductOptionModel#getOptions()";"3";"35770";"35770";"301";"301"
"SCRIPT_API";"dw.catalog.ProductPriceInfo#getPriceBook()";"11";"14732";"14732";"363";"363"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPrice()";"2";"38711";"38711";"0";"0"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceBookPrice(String)";"1";"544991";"544991";"389620";"389620"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceInfo()";"16";"530559";"530559";"0";"0"
"SCRIPT_API";"dw.catalog.ProductPriceModel#getPriceTable()";"1";"84222";"84222";"0";"0"
"SCRIPT_API";"dw.catalog.ProductPriceTable#getQuantities()";"1";"7090";"7090";"50";"50"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getDiscountedPromotionIDs()";"5";"640713";"640713";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getFirstRepresentedProduct()";"5";"108042";"108042";"1251";"1251"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getFirstRepresentedProductID()";"4";"11540";"11540";"90";"90"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getMaxPrice()";"11";"39411";"39411";"11";"11"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getMinPrice()";"11";"101771";"101771";"1033";"1033"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getProduct()";"1";"13620";"13620";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getProductID()";"18";"19762";"19762";"1372";"1372"
"SCRIPT_API";"dw.catalog.ProductSearchHit#getRepresentedVariationValues(Object)";"5";"501940";"501940";"328";"328"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getProductSearchHit(dw.catalog.Product)";"6";"3526487";"3526487";"0";"0"
"SCRIPT_API";"dw.catalog.ProductSearchModel#getProductSearchHits()";"4";"62374";"62374";"884";"884"
"SCRIPT_API";"dw.catalog.ProductSearchModel#search()";"6";"21678658";"21678658";"12374088";"12374088"
"SCRIPT_API";"dw.catalog.ProductSearchModel()";"6";"1174893";"1174893";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getAttributeID()";"20";"38530";"38530";"7038";"7038"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getDisplayName()";"3";"255975";"255975";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttribute#getID()";"6";"10200";"10200";"470";"470"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#equals(Object)";"14";"36590";"36590";"351";"351"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getDescription()";"23";"143604";"143604";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getDisplayValue()";"29";"377981";"377981";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getID()";"23";"31430";"31430";"1316";"1316"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getImage(String,Number)";"9";"1283664";"1283664";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getImages(String)";"1";"175164";"175164";"13";"13"
"SCRIPT_API";"dw.catalog.ProductVariationAttributeValue#getValue()";"32";"176081";"176081";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getAllValues(dw.catalog.ProductVariationAttribute)";"3";"35010";"35010";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getImages(String)";"2";"784565";"784565";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getMaster()";"1";"5190";"5190";"440";"440"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getProductVariationAttributes()";"1";"11130";"11130";"120";"120"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getSelectedValue(dw.catalog.ProductVariationAttribute)";"3";"20180";"20180";"29";"29"
"SCRIPT_API";"dw.catalog.ProductVariationModel#getSelectedVariant()";"2";"12851";"12851";"230";"230"
"SCRIPT_API";"dw.catalog.ProductVariationModel#hasOrderableVariants(dw.catalog.ProductVariationAttribute,dw.catalog.ProductVariationAttributeValue)";"14";"1254875";"1254875";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#url(String,Object[])";"1";"17890";"17890";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#urlSelectVariationValue(String,dw.catalog.ProductVariationAttribute,dw.catalog.ProductVariationAttributeValue)";"8";"322477";"322477";"0";"0"
"SCRIPT_API";"dw.catalog.ProductVariationModel#urlUnselectVariationValue(String,dw.catalog.ProductVariationAttribute)";"3";"160602";"160602";"0";"0"
"SCRIPT_API";"dw.catalog.SearchModel#getCount()";"6";"195004";"195004";"52";"52"
"SCRIPT_API";"dw.catalog.SearchModel#setSearchPhrase(String)";"6";"23420";"23420";"123";"123"
"SCRIPT_API";"dw.catalog.Variant#getBrand()";"5";"52671";"52671";"140";"140"
"SCRIPT_API";"dw.catalog.Variant#getLongDescription()";"2";"544051";"544051";"359250";"359250"
"SCRIPT_API";"dw.catalog.Variant#getMasterProduct()";"3";"10210";"10210";"200";"200"
"SCRIPT_API";"dw.catalog.Variant#getName()";"5";"425887";"425887";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getPageDescription()";"1";"27841";"27841";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getPageKeywords()";"1";"22570";"22570";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getPageTitle()";"1";"41251";"41251";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getShortDescription()";"2";"66772";"66772";"0";"0"
"SCRIPT_API";"dw.catalog.Variant#getTemplate()";"1";"8080";"8080";"50";"50"
"SCRIPT_API";"dw.content.Content#getID()";"13";"57760";"57760";"60";"60"
"SCRIPT_API";"dw.content.Content#getName()";"13";"406349";"406349";"0";"0"
"SCRIPT_API";"dw.content.Content#getPageDescription()";"13";"172001";"172001";"0";"0"
"SCRIPT_API";"dw.content.Content#getPageKeywords()";"13";"145340";"145340";"0";"0"
"SCRIPT_API";"dw.content.Content#getPageMetaTags()";"13";"385059";"385059";"0";"0"
"SCRIPT_API";"dw.content.Content#getPageTitle()";"13";"246248";"246248";"0";"0"
"SCRIPT_API";"dw.content.Content#getTemplate()";"13";"52480";"52480";"351";"351"
"SCRIPT_API";"dw.content.Content#isOnline()";"17";"1141223";"1141223";"0";"0"
"SCRIPT_API";"dw.content.ContentMgr#getContent(String)";"19";"614963";"614963";"282";"282"
"SCRIPT_API";"dw.content.MarkupText#getMarkup()";"4";"40301";"40301";"841";"841"
"SCRIPT_API";"dw.content.MediaFile#getAbsURL()";"10";"218822";"218822";"0";"0"
"SCRIPT_API";"dw.content.MediaFile#getAlt()";"19";"20612";"20612";"620";"620"
"SCRIPT_API";"dw.content.MediaFile#getTitle()";"19";"24452";"24452";"1233";"1233"
"SCRIPT_API";"dw.content.MediaFile#getURL()";"19";"22357001";"22357001";"14983462";"14983462"
"SCRIPT_API";"dw.customer.Customer#getProfile()";"4";"23372";"23372";"812";"812"
"SCRIPT_API";"dw.experience.PageMgr#getPage(String)";"1";"53791";"53791";"0";"0"
"SCRIPT_API";"dw.experience.PageMgr#getPageByCategory(dw.catalog.Category,Boolean,String)";"2";"1483909";"1483909";"1151426";"1151426"
"SCRIPT_API";"dw.experience.PageMgr#getPageByProduct(dw.catalog.Product,Boolean,String)";"2";"664572";"664572";"427162";"427162"
"SCRIPT_API";"dw.io.PrintWriter#print(String)";"2";"42921";"42921";"191";"191"
"SCRIPT_API";"dw.object.ExtensibleObject#getCustom()";"82";"468015";"468015";"6054";"6054"
"SCRIPT_API";"dw.object.PersistentObject#getUUID()";"19";"157564";"157564";"4394";"4394"
"SCRIPT_API";"dw.order.BasketMgr#getCurrentBasket()";"2";"183223";"183223";"663";"663"
"SCRIPT_API";"dw.system.HookMgr#callHook(String,String,Object[])";"6";"202864";"202864";"0";"0"
"SCRIPT_API";"dw.system.HookMgr#hasHook(String)";"212";"1674540";"1674540";"33786";"33786"
"SCRIPT_API";"dw.system.Logger#warn(String,Object[])";"2";"2530068";"2530068";"1880666";"1880666"
"SCRIPT_API";"dw.system.Request#getHttpHeaders()";"212";"3504541";"3504541";"0";"0"
"SCRIPT_API";"dw.system.Request#getHttpHost()";"270";"429212";"429212";"6972";"6972"
"SCRIPT_API";"dw.system.Request#getHttpMethod()";"212";"215256";"215256";"5027";"5027"
"SCRIPT_API";"dw.system.Request#getHttpPath()";"212";"472581";"472581";"2764";"2764"
"SCRIPT_API";"dw.system.Request#getHttpQueryString()";"300";"437546";"437546";"45740";"45740"
"SCRIPT_API";"dw.system.Request#getLocale()";"242";"312741";"312741";"36049";"36049"
"SCRIPT_API";"dw.system.Request#getPageMetaData()";"10";"16510";"16510";"1400";"1400"
"SCRIPT_API";"dw.system.Request#getRequestID()";"5";"18240";"18240";"111";"111"
"SCRIPT_API";"dw.system.Request#isHttpSecure()";"212";"235405";"235405";"5311";"5311"
"SCRIPT_API";"dw.system.Request#isIncludeRequest()";"424";"391428";"391428";"17754";"17754"
"SCRIPT_API";"dw.system.Response#getWriter()";"2";"1185752";"1185752";"0";"0"
"SCRIPT_API";"dw.system.Response#setContentType(String)";"2";"63621";"63621";"472";"472"
"SCRIPT_API";"dw.system.Response#setExpires(Date)";"22";"92104";"92104";"8787";"8787"
"SCRIPT_API";"dw.system.Response#setHttpHeader(String,String)";"424";"616683";"616683";"15143";"15143"
"SCRIPT_API";"dw.system.Response#setVaryBy(String)";"6";"56181";"56181";"120";"120"
"SCRIPT_API";"dw.system.Session#getCurrency()";"304";"1132847";"1132847";"0";"0"
"SCRIPT_API";"dw.system.Session#getPrivacy()";"20";"43808";"43808";"2508";"2508"
"SCRIPT_API";"dw.system.Session#setTrackingAllowed(Boolean)";"2";"25121";"25121";"81";"81"
"SCRIPT_API";"dw.system.Site#getAllowedLocales()";"4";"39420";"39420";"0";"0"
"SCRIPT_API";"dw.system.Site#getCurrent()";"7";"339206";"339206";"2144";"2144"
"SCRIPT_API";"dw.system.Site#getID()";"4";"9720";"9720";"170";"170"
"SCRIPT_API";"dw.system.Site#getPageMetaTags()";"1";"216495";"216495";"0";"0"
"SCRIPT_API";"dw.system.Site#getPreferences()";"2";"53121";"53121";"141";"141"
"SCRIPT_API";"dw.system.System#getInstanceType()";"2";"10921";"10921";"481";"481"
"SCRIPT_API";"dw.template.ISML#renderTemplate(String,Object)";"36";"64912850";"7412628";"12906997";"0"
"SCRIPT_API";"dw.util.ArrayList()";"5";"31059";"31059";"409";"409"
"SCRIPT_API";"dw.util.Collection#getLength()";"10";"43879";"43879";"1157";"1157"
"SCRIPT_API";"dw.util.Collection#iterator()";"26";"79213";"79213";"6023";"6023"
"SCRIPT_API";"dw.util.Currency#getCurrencyCode()";"250";"169085";"169085";"8199";"8199"
"SCRIPT_API";"dw.util.Currency#getDefaultFractionDigits()";"226";"138020";"138020";"6409";"6409"
"SCRIPT_API";"dw.util.Currency#getName()";"226";"137037";"137037";"6322";"6322"
"SCRIPT_API";"dw.util.Currency#getSymbol()";"226";"129117";"129117";"5950";"5950"
"SCRIPT_API";"dw.util.Decimal#get()";"7";"10700";"10700";"70";"70"
"SCRIPT_API";"dw.util.Decimal#toString()";"7";"9150";"9150";"202";"202"
"SCRIPT_API";"dw.util.HashMap()";"3";"10740";"10740";"780";"780"
"SCRIPT_API";"dw.util.Iterator#hasNext()";"79";"132720";"132720";"7427";"7427"
"SCRIPT_API";"dw.util.Iterator#next()";"62";"173687";"173687";"1707";"1707"
"SCRIPT_API";"dw.util.List#indexOf(Object)";"44";"51050";"51050";"2738";"2738"
"SCRIPT_API";"dw.util.List#size()";"61";"152803";"152803";"5132";"5132"
"SCRIPT_API";"dw.util.Locale#getCountry()";"4";"13770";"13770";"79";"79"
"SCRIPT_API";"dw.util.Locale#getDisplayCountry()";"4";"35091";"35091";"20";"20"
"SCRIPT_API";"dw.util.Locale#getDisplayLanguage()";"4";"8040";"8040";"39";"39"
"SCRIPT_API";"dw.util.Locale#getDisplayName()";"4";"74943";"74943";"0";"0"
"SCRIPT_API";"dw.util.Locale#getID()";"176";"121834";"121834";"6458";"6458"
"SCRIPT_API";"dw.util.Locale#getLanguage()";"6";"14920";"14920";"60";"60"
"SCRIPT_API";"dw.util.Locale#getLocale(String)";"30";"139265";"139265";"18";"18"
"SCRIPT_API";"dw.util.Map#containsKey(Object)";"18";"333956";"333956";"97";"97"
"SCRIPT_API";"dw.util.Map#get(Object)";"18";"71298";"71298";"25";"25"
"SCRIPT_API";"dw.util.Map#isEmpty()";"3";"20160";"20160";"261";"261"
"SCRIPT_API";"dw.util.Map#put(Object,Object)";"1";"4470";"4470";"230";"230"
"SCRIPT_API";"dw.util.Map#size()";"6";"14001";"14001";"231";"231"
"SCRIPT_API";"dw.util.StringUtils#formatMoney(dw.value.Money)";"7";"943469";"943469";"0";"0"
"SCRIPT_API";"dw.util.Template#render(dw.util.Map)";"1";"1860385";"295075";"29";"0"
"SCRIPT_API";"dw.util.Template(String)";"1";"5110";"5110";"30";"30"
"SCRIPT_API";"dw.value.MimeEncodedText#getText()";"1";"2730";"2730";"30";"30"
"SCRIPT_API";"dw.value.Money#getCurrencyCode()";"7";"10549";"10549";"277";"277"
"SCRIPT_API";"dw.value.Money#getDecimalValue()";"14";"19300";"19300";"581";"581"
"SCRIPT_API";"dw.value.Money#getValue()";"22";"19200";"19200";"1000";"1000"
"SCRIPT_API";"dw.value.Money#getValueOrNull()";"7";"74643";"74643";"0";"0"
"SCRIPT_API";"dw.value.Money#isAvailable()";"25";"25121";"25121";"1385";"1385"
"SCRIPT_API";"dw.value.Quantity#getValue()";"9";"35911";"35911";"241";"241"
"SCRIPT_API";"dw.web.CSRFProtection#generateToken()";"62";"1495159";"1495159";"0";"0"
"SCRIPT_API";"dw.web.CSRFProtection#getTokenName()";"62";"217955";"217955";"15208";"15208"
"SCRIPT_API";"dw.web.CSRFProtection#validateRequest()";"2";"142072";"142072";"631";"631"
"SCRIPT_API";"dw.web.LoopIterator#getCount()";"20";"31981";"31981";"5704";"5704"
"SCRIPT_API";"dw.web.LoopIterator#getIndex()";"6";"7961";"7961";"511";"511"
"SCRIPT_API";"dw.web.LoopIterator#isLast()";"9";"32963";"32963";"1272";"1272"
"SCRIPT_API";"dw.web.PageMetaData#addPageMetaTags(Array)";"2";"56211";"56211";"0";"0"
"SCRIPT_API";"dw.web.PageMetaData#getDescription()";"10";"7652";"7652";"231";"231"
"SCRIPT_API";"dw.web.PageMetaData#getKeywords()";"10";"6399";"6399";"239";"239"
"SCRIPT_API";"dw.web.PageMetaData#getPageMetaTags()";"10";"35703";"35703";"0";"0"
"SCRIPT_API";"dw.web.PageMetaData#getTitle()";"10";"9890";"9890";"471";"471"
"SCRIPT_API";"dw.web.PageMetaData#setDescription(String)";"1";"1960";"1960";"61";"61"
"SCRIPT_API";"dw.web.PageMetaData#setTitle(String)";"1";"4640";"4640";"60";"60"
"SCRIPT_API";"dw.web.PageMetaTag#getContent()";"3";"4970";"4970";"100";"100"
"SCRIPT_API";"dw.web.PageMetaTag#getID()";"4";"13780";"13780";"120";"120"
"SCRIPT_API";"dw.web.PageMetaTag#isName()";"6";"10240";"10240";"160";"160"
"SCRIPT_API";"dw.web.PageMetaTag#isProperty()";"1";"3230";"3230";"161";"161"
"SCRIPT_API";"dw.web.PageMetaTag#isTitle()";"3";"7371";"7371";"101";"101"
"SCRIPT_API";"dw.web.Resource#msg(String,String,String)";"96";"2146833";"2146833";"5227";"5227"
"SCRIPT_API";"dw.web.Resource#msgf(String,String,String,Object[])";"32";"1442613";"1442613";"0";"0"
"SCRIPT_API";"dw.web.URL#appendCSRFTokenBM()";"2";"56861";"56861";"0";"0"
"SCRIPT_API";"dw.web.URL#relative()";"12";"52582";"52582";"121";"121"
"SCRIPT_API";"dw.web.URL#toString()";"59";"2208886";"2208886";"0";"0"
"SCRIPT_API";"dw.web.URLAction(String,String)";"1";"17700";"17700";"0";"0"
"SCRIPT_API";"dw.web.URLUtils#https(String,String[])";"8";"116974";"116974";"1404";"1404"
"SCRIPT_API";"dw.web.URLUtils#https(dw.web.URLAction,dw.web.URLParameter[])";"1";"14600";"14600";"0";"0"
"SCRIPT_API";"dw.web.URLUtils#staticURL(String)";"26";"16915111";"16915111";"11984771";"11984771"
"SCRIPT_API";"dw.web.URLUtils#url(String,String[])";"82";"406938";"406938";"3608";"3608"
"SCRIPT_CONTROLLER";"app_storefront_base/cartridge/controllers/Account.js#Header";"4";"18564976";"13967267";"2145845";"2108944"
"SCRIPT_CONTROLLER";"app_storefront_base/cartridge/controllers/Cart.js#MiniCart";"2";"7971123";"5291498";"838";"0"
"SCRIPT_CONTROLLER";"app_storefront_base/cartridge/controllers/ConsentTracking.js#Check";"2";"5495826";"3302548";"169";"0"
"SCRIPT_CONTROLLER";"app_storefront_base/cartridge/controllers/ConsentTracking.js#GetContent";"2";"6550067";"4815359";"262798";"254145"
"SCRIPT_CONTROLLER";"app_storefront_base/cartridge/controllers/ConsentTracking.js#SetConsent";"2";"7256399";"5230314";"506";"0"
"SCRIPT_CONTROLLER";"app_storefront_base/cartridge/controllers/Default.js#Start";"1";"21526476";"3796509";"6442012";"0"
